search_term,country,location,author_name,author_title,author_url,post_url,post_text,post_date,scraped_date
BIM infrastructure tunnel,United States,USA,N/A,"Advocate for Preventive Construction: Helping contractors and owners to cut rework and delays with AR #contech
Advocate for Preventive Construction: Helping contractors and owners to cut rework and delays with AR #contech",https://www.linkedin.com/in/caner-dolas,N/A,"🚧 PORR Group / pde Integrale Planung is one of our first customers and the first major company we teamed up with. So, every time I meet up with them, it feels like going home to meet friends and family. 
This time Florian Radl, Lisa Wronski, Oliver Philips and I went to visit the 𝗦𝗲𝗺𝗺𝗲𝗿𝗶𝗻𝗴 𝗕𝗮𝘀𝗲 𝗧𝘂𝗻𝗻𝗲𝗹 and show the field teams best practice around using GAMMA AR for tunnel construction projects and to demonstrate our latest 𝗚𝗡𝗦𝗦 𝗽𝗼𝘀𝗶𝘁𝗶𝗼𝗻𝗶𝗻𝗴 𝗰𝗮𝗽𝗮𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀. 

It was also great to walk with Ioana Lau","3 semanas 
 
hace 3 semanas",2025-09-01 15:24:07
BIM infrastructure tunnel,United States,Estados Unidos,N/A,"I Build Careers! | Recruitment | Employer Branding | Candidate & Employee Experience |Recruitment Analytics | Change Management | Campus Relations
I Build Careers! | Recruitment | Employer Branding | Candidate & Employee Experience |Recruitment Analytics | Change Management | Campus Relations",https://www.linkedin.com/in/uzmajafri,N/A,"Hello Linkedin CAD Designers,

I am actively hiring for a CAD Designer to join the BIM/Information Digital Delivery team.

We are seeking someone that has experience in infrastructure construction projects - tunnel/transit projects experience is a huge plus. 

Apply below for immediate consideration.

Jatin Maheshwary, P.Eng. Saurabh S Jha","1 mes 
 
hace 1 mes",2025-09-01 15:24:19
BIM infrastructure tunnel,United States,USA,N/A,"SYNCHRO 4D & Project wise - Sales Engineer@Bentley Systems | IND | 4D BIM | 5D BIM | Digital Construction
SYNCHRO 4D & Project wise - Sales Engineer@Bentley Systems | IND | 4D BIM | 5D BIM | Digital Construction",https://www.linkedin.com/in/prateek-singh-905142104,N/A,"Hear from the experts Arth team Pioneering Technology in Construction | BIM | Digital Transformation on their experience in Tunnel & metro Station projects using 
hashtag
#4DBIM 
hashtag
#5DBIM 
hashtag
#digitalconstructions. 

 Prasanjeet Biswas brings over a decade of experience in the Architecture, Engineering, and Construction (AEC) industry. Prasanjeet is recognized for his deep expertise in digital delivery, resource optimization, and operations management. Thank you for accepting our Invi","1 año 
 
hace 1 año",2025-09-01 15:24:19
Scan To BIM,United States,United States,N/A,"I help AEC firms deliver Scan to BIM 2× faster | Trusted by top surveyors & contractors globally | Reality Capture | As-Builts | BIM Coordination | 500+ projects delivered with field-ready accuracy
I help AEC firms deliver Scan to BIM 2× faster | Trusted by top surveyors & contractors globally | Reality Capture | As-Builts | BIM Coordination | 500+ projects delivered with field-ready accuracy",https://www.linkedin.com/in/chirag-savaliya-968a3513b,N/A,"Every Scan to BIM project has the same goal!
Get it done right… on time… and within budget.

But here’s the reality... priorities change from client to client.

Some clients want pixel-perfect accuracy.
Others need it yesterday.
And a few are laser-focused on the price.

But when you look at YOUR projects... what’s the non-negotiable?

I’m curious to hear from project owners, architects, contractors, and BIM managers - 
👇 Vote below and share your “why” in the comments.

P.S. Ever had a project ","2 semanas 
 
hace 2 semanas",2025-09-01 15:25:21
Scan To BIM,United States,EEUU,N/A,"ingénieure d'état en génie civil
ingénieure d'état en génie civil",https://www.linkedin.com/in/oumaima-raji-a18849244,N/A,"🚨 Opportunity for BIM Subcontractors 🚨
We are looking for specialized BIM subcontractors for many projects to join us on an exciting major project involving:
🔹 Scan to BIM (point cloud ➝ 3D model conversion)
 🔹 As-Built drawings production
 🔹 COBie integration for facility management deliverables
If your company has solid expertise in these areas and can deliver at top international standards, we’d love to connect!
📩 Contact us directly at service-commercial@thebimbeast.com
Let’s shape the futur","3 horas 
 
hace 3 horas",2025-09-01 15:25:21
Scan To BIM,United States,United States,N/A,"Colaboración de marca • Director at Zenith BIM Services I BIM Consultant I To help GC & Sub-Contractors in USA
Colaboración de marca • Director at Zenith BIM Services I BIM Consultant I To help GC & Sub-Contractors in USA",https://www.linkedin.com/in/matindrabera,N/A,"As the construction industry embraces digital transformation, Scan to BIM is no longer just an option—it’s becoming a necessity. From renovations to heritage preservation and new construction, it ensures that stakeholders work with reliable, real-time data.


hashtag
#scantobim 
hashtag
#laserscan 
hashtag
#surveying 
hashtag
#scanto3dmodel 
hashtag
#buildingconstruction 
hashtag
#pointcloud 
hashtag
#asbuilt","1 semana 
 
hace 1 semana",2025-09-01 15:25:22
Scan To BIM,United States,EEUU,N/A,"--
--",https://www.linkedin.com/in/oumaima-raji-6aa738344,N/A,"🚨 Opportunity for BIM Subcontractors 🚨
We are looking for specialized subcontractors to join us on an exciting major project involving:
🔹 Scan to BIM (point cloud ➝ 3D model conversion)
 🔹 As-Built drawings production
 🔹 COBie integration for facility management deliverables
If your company has solid expertise in these areas and can deliver at top international standards, we’d love to connect!
📩 Contact us directly at service-commercial@thebimbeast.com
Let’s shape the future of digital construct","4 horas 
 
hace 4 horas",2025-09-01 15:25:22
Scan To BIM,United States,EEUU,N/A,"4.519 seguidores
4.519 seguidores",https://www.linkedin.com/company/scantobim-online/posts,N/A,"Another milestone achieved!
 
We recently delivered a Scan to BIM project for a 50,000 Sq.Ft. commercial building in Florida, USA.
 
Highlights:
 ✔️ Scope: Architecture + Structure + MEPF
 ✔️ LOD 300 precision
 ✔️ Delivered in just 8 Days
 
The walkthrough video below showcases how our team converted point cloud data into a detailed BIM model – enabling better design coordination, retrofitting, and facility management.
 
Got a project? Connect with us TODAY!
Watch More➡https://lnkd.in/emQ34BzY
 ","3 días 
 
hace 3 días",2025-09-01 15:25:44
Scan To BIM,United States,USA,N/A,"Co- Founder at Silicon EC UK Limited
Co- Founder at Silicon EC UK Limited",https://www.linkedin.com/in/silicon-ec-uk,N/A,"In today’s fast-evolving construction and architectural industry, accuracy, efficiency and adaptability are no longer optional. They are essential With projects becoming increasingly complex professionals need reliable solutions that bridge the gap between existing physical spaces and digital planning tools.","6 días 
 
hace 6 días",2025-09-01 15:25:45
Scan To BIM,United States,Estados Unidos,N/A,"Founder @ BIMUNIFY | BIM Management
Founder @ BIMUNIFY | BIM Management",https://www.linkedin.com/in/keti-kapanadze-6013b8a5,N/A,"🚀 Exciting news from BIMUNIFY!

We’ve just wrapped up a Scan to BIM project in Tbilisi, Georgia – turning an existing building’s 3D laser scan into a precise and detailed BIM model.
✨ Highlights:
 ✔️ Accurate as-built documentation
 ✔️ Reduced risks & errors
 ✔️ Reliable foundation for renovation & future design
 ✔️ Smarter facility management

We love helping our clients transform reality into digital models – saving time, cutting risks, and creating long-term value.

👉 Thinking about Scan to B","1 semana 
 
hace 1 semana",2025-09-01 15:25:45
Scan To BIM,United States,Estados Unidos,N/A,"Business Development Manager - Philadelphia Region at Ground Penetrating Radar Systems
Business Development Manager - Philadelphia Region at Ground Penetrating Radar Systems",https://www.linkedin.com/in/steve-buckreis-640510b2,N/A,"What’s the most expensive “surprise” you’ve seen on a job site?
For me, it’s the kind that could have been avoided with accurate existing-condition data. 

Our GPRS Reality Capture team turns real-world conditions into highly accurate BIM models—so you see exactly what’s there before you build.

Fewer clashes. Fewer delays. Fewer change orders.
More confidence.

Drop your biggest job site “surprise” in the comments 👇—and if you’d like to make sure it never happens again, let’s talk.


hashtag
#G","3 semanas 
 
hace 3 semanas",2025-09-01 15:25:54
Scan To BIM,United States,United States,N/A,"4.012 seguidores
4.012 seguidores",https://www.linkedin.com/company/optimar-precon/posts,N/A,"𝗢𝘃𝗲𝗿𝗰𝗼𝗺𝗶𝗻𝗴 𝗦𝗰𝗮𝗻 𝘁𝗼 𝗕𝗜𝗠 𝗖𝗵𝗮𝗹𝗹𝗲𝗻𝗴𝗲𝘀 𝗶𝗻 𝟮𝟬𝟮𝟱: 𝗪𝗵𝗮𝘁 𝗬𝗼𝘂 𝗡𝗲𝗲𝗱 𝘁𝗼 𝗞𝗻𝗼𝘄

Scan to BIM is essential for retrofits, renovations, and new construction—but it comes with common hurdles that can delay timelines and raise costs.
 
Here’s how to tackle them effectively and why Optimar Precon is the right partner for the job.

✅ Accurate scan data with proper pre-scan planning.
✅ Fast processing of large point clouds using advanced tools.
✅ Experienced BIM professionals for precise modeling.
✅ Smooth collaborat","3 semanas 
 
hace 3 semanas",2025-09-01 15:25:55
Scan To BIM,United States,USA,N/A,"Bim Modeling Services | Helping AEC Industry with Scan to BIM & CAD || Revit & AutoCAD || Asbuild 3D|| Scan TO CAD || Scan to Bim
Bim Modeling Services | Helping AEC Industry with Scan to BIM & CAD || Revit & AutoCAD || Asbuild 3D|| Scan TO CAD || Scan to Bim",https://www.linkedin.com/in/atul-k-599a2820a,N/A,Scan to BIM – High Precision Architectural Modeling,"2 semanas 
 
hace 2 semanas",2025-09-01 15:25:55
Scan To BIM,United States,EEUU,N/A,"577 seguidores
577 seguidores",https://www.linkedin.com/company/design-systems-canada-ltd/posts,N/A,"Old blueprints are out, and a data-rich, digital future is in.

Our latest article explores the powerful combination of 
hashtag
#3Dlaserscanning and Building Information Modeling (
hashtag
#BIM) that's revolutionizing how projects are designed, built, and managed. 

We explain how this 
hashtag
#digitalworkflow helps solve common industry problems like budget overruns and on-site errors before they happen.

Read the full article to learn how this digital transformation can make your next projec","3 semanas 
 
hace 3 semanas",2025-09-01 15:25:55
Civil Utilities Modeling,United States,Estados Unidos,N/A,"153 seguidores
153 seguidores",https://www.linkedin.com/company/aldgvl/posts,N/A,"We're Hiring: Civil Engineer
Greenville, SC | Full-Time 
Arbor Land Design is growing and looking for an experienced Civil Engineer to help lead land development projects. This is a full-time, in-office role-we believe in the value of hands-on collaboration with our team and clients. If you’re passionate about creating great places and mentoring the next generation of engineers, we’d love to talk.
What You’ll Do:
 Lead civil design for residential, commercial, light industrial projects
 Overse","2 semanas 
 
hace 2 semanas",2025-09-01 15:27:10
Civil Utilities Modeling,United States,United States,N/A,"Recruitment & Retention Specialist at French & Parrello
Recruitment & Retention Specialist at French & Parrello",https://www.linkedin.com/in/marianna-tedeschi-a613b9156,N/A,"🚨 We’re Hiring! Civil/Site Project Manager – Hackettstown, NJ 🚨

Are you a problem-solving powerhouse with a passion for civil/site design and project leadership? 🏗️ French & Parrello Associates (FPA) is on the lookout for a Civil/Site Project Manager to join our growing team in Hackettstown, NJ — and we want to hear from YOU!

In this exciting role, you’ll lead site development projects from concept to construction, working on everything from grading and drainage to utilities, stormwater manage","3 semanas 
 
hace 3 semanas",2025-09-01 15:27:10
Civil Utilities Modeling,United States,United States,N/A,"BE-Civil Engineering | MS-EM | GIS Mapping, ArcGIS, QGIS, HEC-HMS | Architectural & Structural Drawings, AutoCAD | Planning & Scheduling, MS Project & Primavera-P6 Professional | Author
BE-Civil Engineering | MS-EM | GIS Mapping, ArcGIS, QGIS, HEC-HMS | Architectural & Structural Drawings, AutoCAD | Planning & Scheduling, MS Project & Primavera-P6 Professional | Author",https://www.linkedin.com/in/shahidullahkhantator,N/A,"I always receive messages from students and fresh graduates asking, “𝐒𝐢𝐫, 𝐰𝐡𝐢𝐜𝐡 𝐬𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐬𝐡𝐨𝐮𝐥𝐝 𝐰𝐞 𝐥𝐞𝐚𝐫𝐧 𝐭𝐨 𝐛𝐨𝐨𝐬𝐭 𝐨𝐮𝐫 𝐜𝐢𝐯𝐢𝐥 𝐞𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐢𝐧𝐠 𝐜𝐚𝐫𝐞𝐞𝐫?”

That’s why I’ve written a detailed article explaining the most in-demand software skills for civil engineers in today’s global market. 💡 I also offer professional coaching in these tools to help you become job-ready and stand out in the industry.
📄 Read the full article below","3 semanas 
 
hace 3 semanas",2025-09-01 15:27:10
Civil Utilities Modeling,United States,USA,N/A,"Assistant Manager-Business
Assistant Manager-Business",https://www.linkedin.com/in/shova-lama-50b7711b1,N/A,"Dear Connections,

DRAWLINES ENGINEERING CONSULT is looking for CIVIL 3D MODELER in Doha, Qatar

Candidates from KSA, UAE, India, Pakistan can also apply !!

Immediate Hiring !

Job Description:

We are looking for an experienced BIM Modeler with strong expertise in Roads and Utility Projects (Dry and Wet Utilities) to join our team in Qatar.

Key Responsibilities:

Develop detailed 3D models for infrastructure projects using Autodesk Civil 3D.
Coordinate with engineers and project teams for acc","3 semanas 
 
hace 3 semanas",2025-09-01 15:27:24
Civil Utilities Modeling,United States,Estados Unidos,N/A,"Bim Infrastructure Engineer | Civil Engineering @ Trojan Construction Group
Bim Infrastructure Engineer | Civil Engineering @ Trojan Construction Group",https://www.linkedin.com/in/ahmed-mohamed-517633164,N/A,"💡 Smarter Utility Modeling with Dynamo!

Just built a Civil 3D script that automatically syncs pressure pipe and concrete encasement levels with the surface and nearest inspection chambers.
⚡ Faster design, fewer errors, and seamless coordination across networks!


hashtag
#Civil3D 
hashtag
#Dynamo 
hashtag
#BIM 
hashtag
#Automation 
hashtag
#Infrastructure 
hashtag
#Utilities 
hashtag
#Water 
hashtag
#Pipes 
hashtag
#Design 
hashtag
#Engineering 
hashtag
#Construction 
hashtag
#Autodesk","6 días 
 
hace 6 días",2025-09-01 15:27:24
Civil Utilities Modeling,United States,USA,N/A,"Project Civil Engineer @ S.A Miro,INC
Project Civil Engineer @ S.A Miro,INC",https://www.linkedin.com/in/dina-essam-109aa3130,N/A,"hashtag
#hiring 
Full-Time Infrastructure Engineering Position – Cairo, Egypt

Responsibilities:

1-Modeling stormwater drainage systems and wastewater collection systems using civil3d and SewerGems.

2-Assist in developing detailed civil designs for construction projects, including site layout, grading, drainage, and utilities.

3-Support the preparation and modification of reports, specifications, plans, construction schedules, environmental impact studies, and project designs.

Qualifications","5 días 
 
hace 5 días",2025-09-01 15:27:45
Civil Utilities Modeling,United States,EEUU,N/A,"HR Recruiter at Lusso tech
HR Recruiter at Lusso tech",https://www.linkedin.com/in/venkata-tarun-881326250,N/A,"🔍 We’re Hiring – Civil 3D Modelers
📍 Location: Chennai (Hybrid)
💼 Experience: 4–8 Years
📢 Notice Period: Immediate

Thinkbig Software is looking for skilled Civil 3D Modelers to join our growing team for infrastructure linear projects. If you have hands-on experience with Civil 3D, dry and wet utility modeling, and shop drawing preparation, we’d love to hear from you!

Key Skills We’re Looking For:
✅ Civil 3D & AutoCAD proficiency
✅ Experience with dry & wet utilities
✅ Content catalogue creatio","2 semanas 
 
hace 2 semanas",2025-09-01 15:27:45
Civil Utilities Modeling,United States,USA,N/A,"Bim Infrastructure Engineer | Civil Engineering @ Trojan Construction Group
Bim Infrastructure Engineer | Civil Engineering @ Trojan Construction Group",https://www.linkedin.com/in/ahmed-mohamed-517633164,N/A,"🔧 Excited to share my new Dynamo script!

This script automates the process of setting the reference alignment for each direct house connection part and adjusts their elevation based on the main line level — all with just a selection and a single click on Run.

It streamlines modeling tasks and improves accuracy in wet utilities modeling within Civil 3D.



hashtag
#Infrastructure 
hashtag
#3D 
hashtag
#BIM 
hashtag
#Dynamo

hashtag
#PartBuilder 
hashtag
#Civil3D 
hashtag
#Modeling

hashtag
#Nav","3 semanas 
 
hace 3 semanas",2025-09-01 15:27:46
Civil Utilities Modeling,United States,EEUU,N/A,"Civil Engineer: Project Engineer|QA-QC Engineer|Handing Over Engineer| MMUP/UPDA Certified, Lead Auditor QMS ISO 9001:2015
Civil Engineer: Project Engineer|QA-QC Engineer|Handing Over Engineer| MMUP/UPDA Certified, Lead Auditor QMS ISO 9001:2015",https://www.linkedin.com/in/arsalanbasheer,N/A,"New York City utilities, What nightmares are made of!

When the utility locators come out, they spray paint the whole intersection.

Photos from the depths of the internet!

📌 Knowledge not shared is knowledge lost!🚀

If you're passionate about Construction Management and Civil Engineering, follow me and hit that 🔔 on my profile for insights, tips, and valuable content! 💪🏆


hashtag
#CivilEngineering

hashtag
#CivilEngineer

hashtag
#StructuralEngineering

hashtag
#Construction

hashtag
#Enginee","1 día 
 
hace 1 día",2025-09-01 15:27:46
